Team,Year,Actual_Win_Pct,Predicted_With_Coach,Predicted_Replacement,Coaching_WAR,Predicted_Impact,Prediction_Error_Coach,Prediction_Error_Replacement,Primary_Coach,Combined_Coach,WAR_Percentile,Background,OC_Years,DC_Years
NWE,1973,0.3571,0.34954402,0.47450402,-0.1174040237903595,-0.124960005,0.0075559814929961,-0.1174040237903595,Chuck Fairbanks,Chuck Fairbanks,12.12121212121212,Other,0,0
SEA,1987,0.6,0.516757,0.36228818,0.2377118229866027,0.15446883,0.0832429885864257,0.2377118229866027,Chuck Knox,Chuck Knox,97.92038027332146,Other,0,0
RAM,1975,0.8571,0.8421063,0.6896229,0.1674771209716796,0.1524834,0.0149937172889709,0.1674771209716796,Chuck Knox,Chuck Knox,91.6815210932858,Other,0,0
RAM,1973,0.8571,0.82824266,0.73450226,0.1225977440834045,0.0937404,0.0288573404312133,0.1225977440834045,Chuck Knox,Chuck Knox,83.48187759952465,Other,0,0
SEA,1990,0.5625,0.47069794,0.4546521,0.1078478991985321,0.016045839,0.0918020606040954,0.1078478991985321,Chuck Knox,Chuck Knox,80.21390374331551,Other,0,0
SEA,1984,0.75,0.66314125,0.6487691,0.1012309193611145,0.01437217,0.0868587493896484,0.1012309193611145,Chuck Knox,Chuck Knox,78.72846108140226,Other,0,0
BUF,1982,0.4444,0.457449,0.3479795,0.096420514011383,0.1094695,-0.0130489891529083,0.096420514011383,Chuck Knox,Chuck Knox,77.12418300653596,Other,0,0
SEA,1989,0.4375,0.367615,0.3494562,0.0880438089370727,0.018158823,0.0698849856853485,0.0880438089370727,Chuck Knox,Chuck Knox,74.68805704099822,Other,0,0
SEA,1991,0.4375,0.42200854,0.36020872,0.0772912800312042,0.061799824,0.0154914557933807,0.0772912800312042,Chuck Knox,Chuck Knox,71.18241235888296,Other,0,0
BUF,1981,0.625,0.60271496,0.5513302,0.0736697912216186,0.051384747,0.0222850441932678,0.0736697912216186,Chuck Knox,Chuck Knox,69.99405822935235,Other,0,0
BUF,1980,0.6875,0.6618748,0.617141,0.0703589916229248,0.044733763,0.0256252288818359,0.0703589916229248,Chuck Knox,Chuck Knox,68.74628639334522,Other,0,0
RAM,1976,0.75,0.74962395,0.6824248,0.0675752162933349,0.06719917,0.0003760457038879,0.0675752162933349,Chuck Knox,Chuck Knox,67.5579322638146,Other,0,0
SEA,1983,0.5625,0.54881644,0.49567077,0.0668292343616485,0.053145677,0.0136835575103759,0.0668292343616485,Chuck Knox,Chuck Knox,67.43909685086156,Other,0,0
RAM,1974,0.7143,0.7294035,0.6492557,0.0650443070411682,0.0801478,-0.0151034957885741,0.0650443070411682,Chuck Knox,Chuck Knox,66.60724896019013,Other,0,0
RAM,1977,0.7143,0.7409872,0.65802824,0.056271755027771,0.08295894,-0.0266871816635131,0.056271755027771,Chuck Knox,Chuck Knox,64.08199643493762,Other,0,0
SEA,1988,0.5625,0.58726525,0.5200352,0.042464792728424,0.067230046,-0.0247652530670166,0.042464792728424,Chuck Knox,Chuck Knox,59.89304812834224,Other,0,0
RAM,1993,0.3125,0.31305495,0.30836052,0.0041394829750061,0.004694432,-0.0005549490451812,0.0041394829750061,Chuck Knox,Chuck Knox,46.821152703505646,Other,0,0
RAM,1992,0.375,0.3872623,0.3730966,0.0019034147262573,0.014165729,-0.0122623145580291,0.0019034147262573,Chuck Knox,Chuck Knox,46.16755793226381,Other,0,0
SEA,1986,0.625,0.66265947,0.63087445,-0.0058744549751281,0.03178501,-0.037659466266632,-0.0058744549751281,Chuck Knox,Chuck Knox,43.672014260249554,Other,0,0
RAM,1994,0.25,0.29712626,0.3172871,-0.0672870874404907,-0.020160824,-0.0471262633800506,-0.0672870874404907,Chuck Knox,Chuck Knox,23.826500297088533,Other,0,0
SEA,1985,0.5,0.5652232,0.58654684,-0.0865468382835388,-0.021323621,-0.065223217010498,-0.0865468382835388,Chuck Knox,Chuck Knox,19.25133689839572,Other,0,0
BUF,1978,0.3125,0.43232697,0.43286526,-0.1203652620315551,-0.00053828955,-0.1198269724845886,-0.1203652620315551,Chuck Knox,Chuck Knox,11.34878193701723,Other,0,0
BUF,1979,0.4375,0.61968374,0.63677746,-0.1992774605751037,-0.017093718,-0.1821837425231933,-0.1992774605751037,Chuck Knox,Chuck Knox,3.68389780154486,Other,0,0
PIT,1978,0.875,0.78029317,0.6806942,0.1943057775497436,0.099598944,0.0947068333625793,0.1943057775497436,Chuck Noll,Chuck Noll,94.94949494949496,Other,0,0
PIT,1987,0.5333,0.48425758,0.38611063,0.1471893663883209,0.098146945,0.0490424211502075,0.1471893663883209,Chuck Noll,Chuck Noll,88.7106357694593,Other,0,0
PIT,1974,0.75,0.6682905,0.61458164,0.1354183554649353,0.05370885,0.0817095041275024,0.1354183554649353,Chuck Noll,Chuck Noll,86.21509209744504,Other,0,0
PIT,1982,0.6667,0.6717648,0.5380962,0.1286038105010986,0.1336686,-0.0050647910118103,0.1286038105010986,Chuck Noll,Chuck Noll,84.90790255496138,Other,0,0
PIT,1977,0.6429,0.6227429,0.5357884,0.1071115831375122,0.086954474,0.0201571086883545,0.1071115831375122,Chuck Noll,Chuck Noll,79.91681521093285,Other,0,0
PIT,1985,0.4375,0.43807256,0.3479693,0.0895307064056396,0.09010327,-0.0005725622177124,0.0895307064056396,Chuck Noll,Chuck Noll,75.22281639928698,Other,0,0
PIT,1975,0.8571,0.82435006,0.77034676,0.086753239250183,0.0540033,0.0327499409675597,0.086753239250183,Chuck Noll,Chuck Noll,74.27213309566251,Other,0,0
PIT,1980,0.5625,0.5369303,0.4771489,0.0853511095046997,0.059781432,0.0255696773529052,0.0853511095046997,Chuck Noll,Chuck Noll,73.79679144385027,Other,0,0
PIT,1979,0.75,0.74806064,0.6663318,0.0836681723594665,0.081728816,0.0019393563270568,0.0836681723594665,Chuck Noll,Chuck Noll,73.20261437908496,Other,0,0
PIT,1973,0.7143,0.698699,0.6395943,0.0747056835174561,0.05910468,0.0156010025024414,0.0747056835174561,Chuck Noll,Chuck Noll,70.40998217468805,Other,0,0
PIT,1972,0.7857,0.72712904,0.712958,0.0727420217514037,0.014171064,0.0585709578514098,0.0727420217514037,Chuck Noll,Chuck Noll,69.6969696969697,Other,0,0
PIT,1984,0.5625,0.5787605,0.50914735,0.0533526539802551,0.06961316,-0.0162605047225952,0.0533526539802551,Chuck Noll,Chuck Noll,63.27985739750446,Other,0,0
PIT,1991,0.4375,0.41829938,0.39816964,0.0393303632736206,0.02012974,0.0192006230354309,0.0393303632736206,Chuck Noll,Chuck Noll,58.40760546642899,Other,0,0
PIT,1976,0.7143,0.7422909,0.68666834,0.027631663608551,0.055622578,-0.0279909140586852,0.027631663608551,Chuck Noll,Chuck Noll,54.78312537136066,Other,0,0
PIT,1970,0.3571,0.34809414,0.34143394,0.0156660576820373,0.006660193,0.0090058644771575,0.0156660576820373,Chuck Noll,Chuck Noll,51.03980986333928,Other,0,0
PIT,1983,0.625,0.6570344,0.61519086,0.009809136390686,0.041843534,-0.0320343971252441,0.009809136390686,Chuck Noll,Chuck Noll,49.01960784313725,Other,0,0
PIT,1989,0.5625,0.5721049,0.5675797,-0.0050796866416931,0.0045251846,-0.0096048712730407,-0.0050796866416931,Chuck Noll,Chuck Noll,44.20677361853833,Other,0,0
PIT,1971,0.4286,0.45128486,0.46370804,-0.0351080430984497,-0.0124231875,-0.0226848556041717,-0.0351080430984497,Chuck Noll,Chuck Noll,33.63042186571598,Other,0,0
PIT,1988,0.3125,0.36783862,0.34961176,-0.037111759185791,0.018226862,-0.0553386211395263,-0.037111759185791,Chuck Noll,Chuck Noll,33.03624480095068,Other,0,0
PIT,1990,0.5625,0.6538829,0.6330051,-0.0705050826072692,0.020877838,-0.0913829207420349,-0.0705050826072692,Chuck Noll,Chuck Noll,23.054070112893644,Other,0,0
PIT,1986,0.375,0.48695552,0.4827699,-0.1077699065208435,0.004185617,-0.1119555234909057,-0.1077699065208435,Chuck Noll,Chuck Noll,14.49792038027332,Other,0,0
PIT,1981,0.5,0.67882776,0.6567068,-0.1567068099975586,0.022120953,-0.1788277626037597,-0.1567068099975586,Chuck Noll,Chuck Noll,6.59536541889483,Other,0,0
CLT,2012,0.6875,0.52403444,0.4731965,0.2143034934997558,0.050837934,0.1634655594825744,0.2143034934997558,Chuck Pagano,Chuck Pagano,96.67260843731432,Defensive,0,5
CLT,2014,0.6875,0.5852515,0.47609633,0.2114036679267883,0.10915518,0.1022484898567199,0.2114036679267883,Chuck Pagano,Chuck Pagano,96.31610219845514,Defensive,0,5
CLT,2013,0.6875,0.57857525,0.54777175,0.1397282481193542,0.030803502,0.1089247465133667,0.1397282481193542,Chuck Pagano,Chuck Pagano,87.46286393345217,Defensive,0,5
CLT,2016,0.5,0.45350757,0.36056012,0.1394398808479309,0.09294745,0.0464924275875091,0.1394398808479309,Chuck Pagano,Chuck Pagano,87.40344622697563,Defensive,0,5
CLT,2015,0.5,0.49139977,0.43133044,0.0686695575714111,0.060069323,0.0086002349853515,0.0686695575714111,Chuck Pagano,Chuck Pagano,68.09269162210339,Defensive,0,5
CLT,2017,0.25,0.38539016,0.38995612,-0.1399561166763305,-0.004565954,-0.1353901624679565,-0.1399561166763305,Chuck Pagano,Chuck Pagano,8.615567439096852,Defensive,0,5
ATL,2012,0.8125,0.6784958,0.5781658,0.2343341708183288,0.100329995,0.1340041756629943,0.2343341708183288,Mike Smith,Mike Smith,97.74212715389186,Other,0,0
ATL,2009,0.5625,0.48058534,0.41642797,0.1460720300674438,0.06415737,0.0819146633148193,0.1460720300674438,Mike Smith,Mike Smith,88.41354723707666,Other,0,0
CHI,2006,0.8125,0.7546924,0.6757102,0.1367897987365722,0.078982174,0.0578076243400573,0.1367897987365722,Lovie Smith,Lovie Smith,86.51218062982768,Other,0,0
ATL,2008,0.6875,0.54057294,0.5783388,0.1091611981391906,-0.03776586,0.1469270586967468,0.1091611981391906,Mike Smith,Mike Smith,80.68924539512776,Other,0,0
ATL,2010,0.8125,0.8014503,0.75671935,0.0557806491851806,0.04473096,0.0110496878623962,0.0557806491851806,Mike Smith,Mike Smith,63.933452168746285,Other,0,0
CHI,2012,0.625,0.5684535,0.5756766,0.0493233799934387,-0.0072231293,0.0565465092658996,0.0493233799934387,Lovie Smith,Lovie Smith,62.32917409387998,Other,0,0
CHI,2010,0.6875,0.6435929,0.64430386,0.0431961417198181,-0.0007109642,0.0439071059226989,0.0431961417198181,Lovie Smith,Lovie Smith,60.19013666072489,Other,0,0
CHI,2005,0.6875,0.6585585,0.6647126,0.0227873921394348,-0.00615412,0.0289415121078491,0.0227873921394348,Lovie Smith,Lovie Smith,53.17884729649436,Other,0,0
ATL,2011,0.625,0.6739393,0.610185,0.0148149728775024,0.06375426,-0.0489392876625061,0.0148149728775024,Mike Smith,Mike Smith,50.86155674390969,Other,0,0
CHI,2011,0.5,0.48099014,0.4912063,0.0087937116622924,-0.010216147,0.0190098583698272,0.0087937116622924,Lovie Smith,Lovie Smith,48.66310160427808,Other,0,0
TAM,2015,0.375,0.4118024,0.38543504,-0.0104350447654724,0.026367366,-0.0368024110794067,-0.0104350447654724,Lovie Smith,Lovie Smith,42.06773618538324,Other,0,0
CHI,2007,0.4375,0.46188197,0.4563328,-0.0188328027725219,0.0055491626,-0.0243819653987884,-0.0188328027725219,Lovie Smith,Lovie Smith,38.44325609031492,Other,0,0
CHI,2009,0.4375,0.4420364,0.47614864,-0.038648635149002,-0.034112245,-0.0045363903045654,-0.038648635149002,Lovie Smith,Lovie Smith,32.6797385620915,Other,0,0
ATL,2014,0.375,0.43012655,0.42789707,-0.0528970658779144,0.002229482,-0.0551265478134155,-0.0528970658779144,Mike Smith,Mike Smith,27.62923351158645,Other,0,0
CHI,2004,0.3125,0.32343647,0.3667796,-0.0542795956134796,-0.043343127,-0.0109364688396453,-0.0542795956134796,Lovie Smith,Lovie Smith,27.51039809863339,Other,0,0
CHI,2008,0.5625,0.6102872,0.61739266,-0.0548926591873168,-0.0071054697,-0.0477871894836425,-0.0548926591873168,Lovie Smith,Lovie Smith,27.213309566250743,Other,0,0
ATL,2013,0.25,0.3368673,0.3542157,-0.1042157113552093,-0.017348409,-0.0868673026561737,-0.1042157113552093,Mike Smith,Mike Smith,15.32976827094474,Other,0,0
TAM,2014,0.125,0.21921156,0.27458036,-0.1495803594589233,-0.055368796,-0.0942115634679794,-0.1495803594589233,Lovie Smith,Lovie Smith,7.18954248366013,Other,0,0
HTX,2022,0.2059,0.3923373,0.4563049,-0.2504049077987671,-0.063967615,-0.186437292432785,-0.2504049077987671,Lovie Smith,Lovie Smith,1.6042780748663104,Other,0,0
NWE,1970,0.1429,0.18103798,0.24714588,-0.104245876288414,-0.0661079,-0.0381379773378372,-0.104245876288414,Clive Rush,Clive Rush / John Mazur,15.27035056446821,Offensive,5,0
GNB,1973,0.4286,0.3888922,0.3363387,0.0922613011360168,0.052553505,0.0397077964305877,0.0922613011360168,Dan Devine,Dan Devine,76.232917409388,Other,0,0
GNB,1972,0.7143,0.64839745,0.64282244,0.0714775555610657,0.0055750012,0.0659025543212891,0.0714775555610657,Dan Devine,Dan Devine,69.34046345811052,Other,0,0
GNB,1974,0.4286,0.48344994,0.4240236,0.004576401567459,0.059426337,-0.0548499359130859,0.004576401567459,Dan Devine,Dan Devine,47.05882352941176,Other,0,0
GNB,1971,0.3571,0.3706074,0.42111194,-0.0640119413375854,-0.050504535,-0.0135074059009552,-0.0640119413375854,Dan Devine,Dan Devine,24.71776589423648,Other,0,0
ATL,1983,0.4375,0.4534759,0.44997096,-0.0124709606170654,0.003504932,-0.0159758925437927,-0.0124709606170654,Dan Henning,Dan Henning,41.53297682709447,Offensive,16,0
ATL,1986,0.4688,0.4735001,0.5358551,-0.0670551144599914,-0.06235501,-0.0047001027584075,-0.0670551144599914,Dan Henning,Dan Henning,24.004753416518124,Offensive,16,0
ATL,1984,0.25,0.31196994,0.33010483,-0.0801048278808593,-0.018134892,-0.0619699358940124,-0.0801048278808593,Dan Henning,Dan Henning,20.7961972667855,Offensive,16,0
ATL,1985,0.25,0.34035245,0.34854308,-0.0985430777072906,-0.008190632,-0.0903524458408355,-0.0985430777072906,Dan Henning,Dan Henning,16.99346405228758,Offensive,16,0
SDG,1990,0.375,0.4062729,0.47358733,-0.0985873341560363,-0.067314446,-0.0312728881835937,-0.0985873341560363,Dan Henning,Dan Henning,16.93404634581105,Offensive,16,0
SDG,1989,0.375,0.45635098,0.50006413,-0.1250641345977783,-0.043713152,-0.0813509821891784,-0.1250641345977783,Dan Henning,Dan Henning,10.754604872251932,Offensive,16,0
SDG,1991,0.25,0.43985453,0.5208533,-0.2708532810211181,-0.08099875,-0.1898545324802398,-0.2708532810211181,Dan Henning,Dan Henning,0.6535947712418301,Offensive,16,0
WAS,2024,0.7059,0.62647027,0.5719083,0.1339917048454284,0.054561973,0.0794297322273254,0.1339917048454284,Dan Quinn,Dan Quinn,85.79916815210933,Defensive,0,8
ATL,2017,0.625,0.5699042,0.5369406,0.0880594253540039,0.032963634,0.0550957918167114,0.0880594253540039,Dan Quinn,Dan Quinn,74.74747474747475,Defensive,0,8
ATL,2019,0.4375,0.40933418,0.3706749,0.0668250918388366,0.038659275,0.0281658172607421,0.0668250918388366,Dan Quinn,Dan Quinn,67.37967914438502,Defensive,0,8
ATL,2016,0.6875,0.6520609,0.6324875,0.0550125241279602,0.01957345,0.0354390740394592,0.0550125241279602,Dan Quinn,Dan Quinn,63.63636363636363,Defensive,0,8
ATL,2015,0.5,0.49105236,0.5326284,-0.0326284170150756,-0.041576058,0.0089476406574249,-0.0326284170150756,Dan Quinn,Dan Quinn,34.284016636957816,Defensive,0,8
ATL,2018,0.4375,0.5431348,0.5804142,-0.1429141759872436,-0.037279367,-0.1056348085403442,-0.1429141759872436,Dan Quinn,Dan Quinn,8.14022578728461,Defensive,0,8
ATL,2020,0.25,0.45991632,0.5349513,-0.2849513292312622,-0.075035006,-0.2099163234233856,-0.2849513292312622,Dan Quinn,Dan Quinn / Raheem Morris,0.4753416518122401,Defensive,0,8
ATL,1998,0.875,0.68377227,0.6510709,0.2239291071891784,0.032701373,0.1912277340888977,0.2239291071891784,Dan Reeves,Dan Reeves,97.20736779560308,Offensive,4,0
DEN,1987,0.7,0.6237728,0.53015035,0.1698496460914611,0.093622446,0.0762272000312804,0.1698496460914611,Dan Reeves,Dan Reeves,92.03802733214498,Offensive,4,0
DEN,1984,0.8125,0.6822242,0.6741021,0.1383978724479675,0.0081220865,0.1302757859230041,0.1383978724479675,Dan Reeves,Dan Reeves,87.10635769459299,Offensive,4,0
DEN,1992,0.5,0.40474808,0.37603074,0.1239692568778991,0.028717339,0.0952519178390502,0.1239692568778991,Dan Reeves,Dan Reeves,83.66013071895425,Offensive,4,0
DEN,1989,0.6875,0.5832143,0.58884007,0.0986599326133728,-0.0056257844,0.104285717010498,0.0986599326133728,Dan Reeves,Dan Reeves,77.89661319073083,Offensive,4,0
DEN,1983,0.5625,0.50704175,0.5117297,0.0507702827453613,-0.004687965,0.0554582476615905,0.0507702827453613,Dan Reeves,Dan Reeves,62.62626262626263,Offensive,4,0
DEN,1991,0.75,0.72741663,0.70448047,0.0455195307731628,0.022936165,0.0225833654403686,0.0455195307731628,Dan Reeves,Dan Reeves,61.14081996434938,Offensive,4,0
NYG,1994,0.5625,0.499955,0.5253532,0.0371468067169189,-0.025398195,0.0625450015068054,0.0371468067169189,Dan Reeves,Dan Reeves,57.69459298871064,Offensive,4,0
NYG,1993,0.6875,0.68335474,0.663325,0.0241749882698059,0.020029724,0.0041452646255493,0.0241749882698059,Dan Reeves,Dan Reeves,53.65418894830659,Offensive,4,0
ATL,2003,0.3125,0.2426404,0.29411632,0.0183836817741394,-0.051475912,0.0698595941066742,0.0183836817741394,Dan Reeves,Dan Reeves / Wade Phillips,51.69340463458111,Offensive,4,0
DEN,1986,0.6875,0.63370365,0.6740918,0.0134081840515136,-0.040388167,0.0537963509559631,0.0134081840515136,Dan Reeves,Dan Reeves,50.505050505050505,Offensive,4,0
DEN,1985,0.6875,0.6818695,0.68529713,0.0022028684616088,-0.0034276247,0.0056304931640625,0.0022028684616088,Dan Reeves,Dan Reeves,46.3458110516934,Offensive,4,0
DEN,1988,0.5,0.5201285,0.5183447,-0.0183447003364563,0.0017837882,-0.0201284885406494,-0.0183447003364563,Dan Reeves,Dan Reeves,38.74034462269756,Offensive,4,0
DEN,1981,0.625,0.63916314,0.65771776,-0.0327177643775939,-0.018554628,-0.0141631364822387,-0.0327177643775939,Dan Reeves,Dan Reeves,34.22459893048128,Offensive,4,0
ATL,1999,0.3125,0.3147848,0.34549224,-0.0329922437667846,-0.030707449,-0.0022847950458526,-0.0329922437667846,Dan Reeves,Dan Reeves,34.165181224004755,Offensive,4,0
ATL,2000,0.25,0.24148047,0.29970697,-0.0497069656848907,-0.058226496,0.0085195302963256,-0.0497069656848907,Dan Reeves,Dan Reeves,28.99584076054664,Offensive,4,0
DEN,1982,0.2222,0.29494902,0.27850434,-0.056304341840744,0.016444683,-0.0727490249156951,-0.056304341840744,Dan Reeves,Dan Reeves,26.737967914438503,Offensive,4,0
ATL,2002,0.5938,0.5941905,0.6540202,-0.0602201902389526,-0.059829712,-0.0003904783248901,-0.0602201902389526,Dan Reeves,Dan Reeves,25.549613784907905,Offensive,4,0
DEN,1990,0.3125,0.37753367,0.4278726,-0.1153725981712341,-0.050338924,-0.0650336742401123,-0.1153725981712341,Dan Reeves,Dan Reeves,12.418300653594772,Offensive,4,0
ATL,1997,0.4375,0.5466739,0.5653662,-0.1278662085533142,-0.018692315,-0.1091738939285278,-0.1278662085533142,Dan Reeves,Dan Reeves,10.39809863339275,Offensive,4,0
ATL,2001,0.4375,0.45218325,0.57704294,-0.1395429372787475,-0.12485969,-0.0146832466125488,-0.1395429372787475,Dan Reeves,Dan Reeves,8.674985145573382,Offensive,4,0
NYG,1996,0.375,0.51029414,0.5608511,-0.1858510971069336,-0.050556958,-0.1352941393852234,-0.1858510971069336,Dan Reeves,Dan Reeves,4.45632798573975,Offensive,4,0
NYG,1995,0.3125,0.53194976,0.58061564,-0.2681156396865845,-0.04866588,-0.219449758529663,-0.2681156396865845,Dan Reeves,Dan Reeves,0.7724301841948901,Offensive,4,0
DAL,2001,0.3125,0.257506,0.2977659,0.0147340893745422,-0.040259898,0.054993987083435,0.0147340893745422,Dave Campo,Dave Campo,50.80213903743316,Defensive,0,11
DAL,2002,0.3125,0.31042197,0.37550142,-0.0630014240741729,-0.06507945,0.0020780265331268,-0.0630014240741729,Dave Campo,Dave Campo,24.89601901366608,Defensive,0,11
DAL,2000,0.3125,0.3721018,0.4254288,-0.1129288077354431,-0.053326994,-0.0596018135547637,-0.1129288077354431,Dave Campo,Dave Campo,13.01247771836007,Defensive,0,11
CAR,2024,0.2941,0.35237944,0.28590345,0.0081965461730956,0.06647599,-0.0582794412612915,0.0081965461730956,Dave Canales,Dave Canales,48.425430778371954,Offensive,3,0
CRD,2002,0.3125,0.30587688,0.3495119,-0.0370118916034698,-0.04363501,0.0066231191158294,-0.0370118916034698,Dave McGinnis,Dave McGinnis,33.155080213903744,Defensive,0,5
CRD,2003,0.25,0.25274262,0.3146274,-0.0646274089813232,-0.06188479,-0.0027426183223724,-0.0646274089813232,Dave McGinnis,Dave McGinnis,24.65834818775995,Defensive,0,5
CRD,2001,0.4375,0.5086315,0.56614834,-0.1286483407020568,-0.057516813,-0.0711315274238586,-0.1286483407020568,Dave McGinnis,Dave McGinnis,10.279263220439692,Defensive,0,5
MIA,2001,0.6875,0.55897135,0.5200999,0.1674001216888427,0.038871467,0.1285286545753479,0.1674001216888427,Dave Wannstedt,Dave Wannstedt,91.62210338680929,Defensive,0,9
CHI,1994,0.5625,0.44117758,0.40173846,0.1607615351676941,0.039439112,0.1213224232196807,0.1607615351676941,Dave Wannstedt,Dave Wannstedt,90.79025549613785,Defensive,0,9
CHI,1996,0.4375,0.4092764,0.39320686,0.0442931354045867,0.016069531,0.0282236039638519,0.0442931354045867,Dave Wannstedt,Dave Wannstedt,60.54664289958408,Defensive,0,9
MIA,2000,0.6875,0.6499771,0.64344174,0.0440582633018493,0.0065353513,0.0375229120254516,0.0440582633018493,Dave Wannstedt,Dave Wannstedt,60.36838978015449,Defensive,0,9
MIA,2003,0.625,0.5844712,0.61855567,0.0064443349838256,-0.03408444,0.0405287742614746,0.0064443349838256,Dave Wannstedt,Dave Wannstedt,47.771836007130126,Defensive,0,9
MIA,2004,0.25,0.25139642,0.2680443,-0.0180442929267883,-0.016647875,-0.0013964176177978,-0.0180442929267883,Dave Wannstedt,Dave Wannstedt / Jim Bates,38.799762329174094,Defensive,0,9
CHI,1995,0.5625,0.58371043,0.58437604,-0.021876037120819,-0.00066560507,-0.0212104320526123,-0.021876037120819,Dave Wannstedt,Dave Wannstedt,37.96791443850268,Defensive,0,9
CHI,1997,0.25,0.29534116,0.28051895,-0.0305189490318298,0.014822215,-0.0453411638736724,-0.0305189490318298,Dave Wannstedt,Dave Wannstedt,34.75935828877005,Defensive,0,9
CHI,1998,0.25,0.3438725,0.31562123,-0.0656212270259857,0.02825126,-0.0938724875450134,-0.0656212270259857,Dave Wannstedt,Dave Wannstedt,24.24242424242424,Defensive,0,9
MIA,2002,0.5625,0.6354965,0.63259774,-0.0700977444648742,0.0028987527,-0.0729964971542358,-0.0700977444648742,Dave Wannstedt,Dave Wannstedt,23.11348781937017,Defensive,0,9
CHI,1993,0.4375,0.50693953,0.5610891,-0.1235890984535217,-0.054149568,-0.0694395303726196,-0.1235890984535217,Dave Wannstedt,Dave Wannstedt,10.93285799168152,Defensive,0,9
HTX,2021,0.2353,0.341892,0.39611268,-0.1608126804351806,-0.054220676,-0.1065920040130615,-0.1608126804351806,David Culley,David Culley,6.23885918003565,Offensive,2,0
CIN,1995,0.4375,0.3893503,0.41421166,0.0232883393764495,-0.024861366,0.0481497049331665,0.0232883393764495,David Shula,David Shula,53.41651812240048,Offensive,2,0
CIN,1992,0.3125,0.31067467,0.34041196,-0.0279119610786438,-0.029737294,0.0018253326416015,-0.0279119610786438,David Shula,David Shula,35.71004159239453,Offensive,2,0
CIN,1994,0.1875,0.22295177,0.22618538,-0.0386853814125061,-0.0032336116,-0.0354517698287963,-0.0386853814125061,David Shula,David Shula,32.62032085561498,Offensive,2,0
CIN,1996,0.5,0.5152477,0.59385306,-0.0938530564308166,-0.078605354,-0.0152477025985717,-0.0938530564308166,David Shula,Bruce Coslet / David Shula,17.587641117052883,Offensive,2,0
CIN,1993,0.1875,0.28210416,0.4018045,-0.214304506778717,-0.11970034,-0.0946041643619537,-0.214304506778717,David Shula,David Shula,2.6737967914438503,Offensive,2,0
HTX,2023,0.5882,0.5594407,0.56949747,0.0187025339126586,-0.010056794,0.0287593276023864,0.0187025339126586,DeMeco Ryans,DeMeco Ryans,51.93107546048723,Defensive,0,2
HTX,2024,0.5882,0.60824984,0.5899945,-0.001794490146637,0.018255353,-0.020049843120575,-0.001794490146637,DeMeco Ryans,DeMeco Ryans,45.09803921568628,Defensive,0,2
NOR,2022,0.4118,0.389084,0.3527802,0.0590198069095611,0.03630382,0.0227159886837005,0.0590198069095611,Dennis Allen,Dennis Allen,65.06238859180036,Defensive,0,9
NOR,2023,0.5294,0.50572836,0.5442656,-0.0148656278610229,-0.038537264,0.0236716360092162,-0.0148656278610229,Dennis Allen,Dennis Allen,40.64171122994652,Defensive,0,9
RAI,2013,0.25,0.26861504,0.28555846,-0.0355584621429443,-0.016943425,-0.018615037202835,-0.0355584621429443,Dennis Allen,Dennis Allen,33.33333333333333,Defensive,0,9
NOR,2024,0.2941,0.37618816,0.3736782,-0.0795782073974609,0.0025099516,-0.0820881589889526,-0.0795782073974609,Dennis Allen,Darren Rizzi / Dennis Allen,20.91503267973856,Defensive,0,9
RAI,2014,0.1875,0.24172813,0.2778038,-0.0903038084506988,-0.03607568,-0.054228127002716,-0.0903038084506988,Dennis Allen,Dennis Allen / Tony Sparano,18.36007130124777,Defensive,0,9
RAI,2012,0.25,0.31483197,0.38891226,-0.1389122605323791,-0.07408029,-0.0648319721221923,-0.1389122605323791,Dennis Allen,Dennis Allen,8.793820558526441,Defensive,0,9
SEA,1997,0.5,0.4011627,0.3749964,0.1250036060810089,0.02616632,0.0988372862339019,0.1250036060810089,Dennis Erickson,Dennis Erickson,84.01663695781343,Offensive,10,0
SEA,1996,0.4375,0.39014715,0.3419717,0.0955283045768737,0.048175454,0.0473528504371643,0.0955283045768737,Dennis Erickson,Dennis Erickson,77.0647653000594,Offensive,10,0
SEA,1995,0.5,0.50034523,0.4285324,0.0714676082134246,0.07181284,-0.000345230102539,0.0714676082134246,Dennis Erickson,Dennis Erickson,69.28104575163398,Offensive,10,0
SEA,1998,0.5,0.5026728,0.49922103,0.0007789731025695,0.0034517646,-0.002672791481018,0.0007789731025695,Dennis Erickson,Dennis Erickson,45.92988710635769,Offensive,10,0
SFO,2003,0.4375,0.50189126,0.4601835,-0.0226835012435913,0.041707754,-0.0643912553787231,-0.0226835012435913,Dennis Erickson,Dennis Erickson,37.49257278669043,Offensive,10,0
SFO,2004,0.125,0.22694598,0.17494376,-0.0499437600374221,0.05200222,-0.1019459813833236,-0.0499437600374221,Dennis Erickson,Dennis Erickson,28.81758764111705,Offensive,10,0
MIN,1998,0.9375,0.7096934,0.6701672,0.2673327922821045,0.039526165,0.2278066277503967,0.2673327922821045,Dennis Green,Dennis Green,99.10873440285204,Offensive,1,0
MIN,2000,0.6875,0.50486654,0.4745718,0.2129282057285308,0.030294746,0.1826334595680236,0.2129282057285308,Dennis Green,Dennis Green,96.4349376114082,Offensive,1,0
