Team,Year,split,Primary_Coach
SDG,1992,train,
SDG,1993,train,
SDG,1994,train,
SDG,1995,train,
SDG,1996,train,
SDG,1997,train,
SDG,1998,train,
SDG,1999,train,
SDG,2000,train,
SDG,2001,train,
SDG,2002,train,
SDG,2003,train,
SDG,2004,train,
SDG,2005,train,
SDG,2006,train,
SDG,2007,train,
SDG,2008,train,
SDG,2009,train,
SDG,2010,train,
SDG,2011,train,
SDG,2012,train,
SDG,2013,train,
SDG,2014,train,
SDG,2015,test,
SDG,2016,test,
SDG,2017,test,
SDG,2018,test,
SDG,2019,test,
SDG,2020,test,
SDG,2021,test,
SDG,2022,test,
SDG,2023,test,
SDG,2024,test,
SEA,1976,train,
SEA,1977,train,
SEA,1978,train,
SEA,1979,train,
SEA,1980,train,
SEA,1981,train,
SEA,1982,train,
SEA,1983,train,
SEA,1984,train,
SEA,1985,train,
SEA,1986,train,
SEA,1987,train,
SEA,1988,train,
SEA,1989,train,
SEA,1990,train,
SEA,1991,train,
SEA,1992,train,
SEA,1993,train,
SEA,1994,train,
SEA,1995,train,
SEA,1996,train,
SEA,1997,train,
SEA,1998,train,
SEA,1999,train,
SEA,2000,train,
SEA,2001,train,
SEA,2002,train,
SEA,2003,train,
SEA,2004,train,
SEA,2005,train,
SEA,2006,train,
SEA,2007,train,
SEA,2008,train,
SEA,2009,train,
SEA,2010,train,
SEA,2011,train,
SEA,2012,train,
SEA,2013,train,
SEA,2014,train,
SEA,2015,test,
SEA,2016,test,
SEA,2017,test,
SEA,2018,test,
SEA,2019,test,
SEA,2020,test,
SEA,2021,test,
SEA,2022,test,
SEA,2023,test,
SEA,2024,test,
SFO,1970,train,
SFO,1971,train,
SFO,1972,train,
SFO,1973,train,
SFO,1974,train,
SFO,1975,train,
SFO,1976,train,
SFO,1977,train,
SFO,1978,train,
SFO,1979,train,
SFO,1980,train,
SFO,1981,train,
SFO,1982,train,
SFO,1983,train,
SFO,1984,train,
SFO,1985,train,
SFO,1986,train,
SFO,1987,train,
SFO,1988,train,
SFO,1989,train,
SFO,1990,train,
SFO,1991,train,
SFO,1992,train,
SFO,1993,train,
SFO,1994,train,
SFO,1995,train,
SFO,1996,train,
SFO,1997,train,
SFO,1998,train,
SFO,1999,train,
SFO,2000,train,
SFO,2001,train,
SFO,2002,train,
SFO,2003,train,
SFO,2004,train,
SFO,2005,train,
SFO,2006,train,
SFO,2007,train,
SFO,2008,train,
SFO,2009,train,
SFO,2010,train,
SFO,2011,train,
SFO,2012,train,
SFO,2013,train,
SFO,2014,train,
SFO,2015,test,
SFO,2016,test,
SFO,2017,test,
SFO,2018,test,
SFO,2019,test,
SFO,2020,test,
SFO,2021,test,
SFO,2022,test,
SFO,2023,test,
SFO,2024,test,
TAM,1976,train,
TAM,1977,train,
TAM,1978,train,
TAM,1979,train,
TAM,1980,train,
TAM,1981,train,
TAM,1982,train,
TAM,1983,train,
TAM,1984,train,
TAM,1985,train,
TAM,1986,train,
TAM,1987,train,
TAM,1988,train,
TAM,1989,train,
TAM,1990,train,
TAM,1991,train,
TAM,1992,train,
TAM,1993,train,
TAM,1994,train,
TAM,1995,train,
TAM,1996,train,
TAM,1997,train,
TAM,1998,train,
TAM,1999,train,
TAM,2000,train,
TAM,2001,train,
TAM,2002,train,
TAM,2003,train,
TAM,2004,train,
TAM,2005,train,
TAM,2006,train,
TAM,2007,train,
TAM,2008,train,
TAM,2009,train,
TAM,2010,train,
TAM,2011,train,
TAM,2012,train,
TAM,2013,train,
TAM,2014,train,
TAM,2015,test,
TAM,2016,test,
TAM,2017,test,
TAM,2018,test,
TAM,2019,test,
TAM,2020,test,
TAM,2021,test,
TAM,2022,test,
TAM,2023,test,
TAM,2024,test,
WAS,1970,train,
WAS,1971,train,
WAS,1972,train,
WAS,1973,train,
WAS,1974,train,
WAS,1975,train,
WAS,1976,train,
WAS,1977,train,
WAS,1978,train,
WAS,1979,train,
WAS,1980,train,
WAS,1981,train,
WAS,1982,train,
WAS,1983,train,
WAS,1984,train,
WAS,1985,train,
WAS,1986,train,
WAS,1987,train,
WAS,1988,train,
WAS,1989,train,
WAS,1990,train,
WAS,1991,train,
WAS,1992,train,
WAS,1993,train,
WAS,1994,train,
WAS,1995,train,
WAS,1996,train,
WAS,1997,train,
WAS,1998,train,
WAS,1999,train,
WAS,2000,train,
WAS,2001,train,
WAS,2002,train,
WAS,2003,train,
WAS,2004,train,
WAS,2005,train,
WAS,2006,train,
WAS,2007,train,
WAS,2008,train,
WAS,2009,train,
WAS,2010,train,
WAS,2011,train,
WAS,2012,train,
WAS,2013,train,
WAS,2014,train,
WAS,2015,test,
WAS,2016,test,
WAS,2017,test,
WAS,2018,test,
WAS,2019,test,
WAS,2020,test,
WAS,2021,test,
WAS,2022,test,
WAS,2023,test,
WAS,2024,test,
