Draft_Year,Team,Current_Round_1_Picks,Current_Round_2_Picks,Current_Round_3_Picks,Current_Round_4_Picks,Current_Round_5_Picks,Current_Round_6_Picks,Current_Round_7Plus_Picks,Prev_1Yr_Round_1_Picks,Prev_1Yr_Round_2_Picks,Prev_1Yr_Round_3_Picks,Prev_1Yr_Round_4_Picks,Prev_1Yr_Round_5_Picks,Prev_1Yr_Round_6_Picks,Prev_1Yr_Round_7Plus_Picks,Prev_2Yr_Round_1_Picks,Prev_2Yr_Round_2_Picks,Prev_2Yr_Round_3_Picks,Prev_2Yr_Round_4_Picks,Prev_2Yr_Round_5_Picks,Prev_2Yr_Round_6_Picks,Prev_2Yr_Round_7Plus_Picks,Prev_3Yr_Round_1_Picks,Prev_3Yr_Round_2_Picks,Prev_3Yr_Round_3_Picks,Prev_3Yr_Round_4_Picks,Prev_3Yr_Round_5_Picks,Prev_3Yr_Round_6_Picks,Prev_3Yr_Round_7Plus_Picks,Prev_4Yr_Round_1_Picks
1977,tam,1,1,1,0,0,0,7,1,2,2,2,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,was,0,0,0,1,0,0,5,0,0,0,0,1,1,9,0,0,0,0,1,1,8,0,0,0,0,0,1,10,0
1978,atl,1,1,1,1,1,1,9,2,1,1,1,1,1,6,1,1,1,1,0,1,10,1,1,1,1,1,2,11,0
1978,buf,1,2,2,1,1,1,5,1,0,2,1,2,1,4,1,2,1,1,1,3,14,1,2,0,1,1,0,12,1
1978,chi,0,0,1,0,0,2,6,1,1,1,0,0,1,5,1,0,1,2,0,1,8,1,1,0,1,1,2,11,2
1978,cin,2,2,2,1,2,1,8,3,1,1,3,1,1,8,2,2,2,2,2,1,13,1,1,3,1,2,2,12,1
1978,cle,2,1,2,1,1,1,5,1,1,0,2,0,0,8,1,0,1,2,1,0,10,1,0,1,1,2,2,12,0
1978,dal,1,1,1,1,1,1,6,1,1,2,1,1,1,7,1,2,3,1,1,1,12,2,1,1,2,1,1,11,2
1978,den,1,1,0,0,0,0,3,1,1,0,1,0,0,6,1,1,0,1,1,0,11,1,1,2,2,2,0,10,1
1978,det,1,1,0,3,2,3,5,0,1,1,1,1,1,6,2,2,2,0,1,0,12,1,1,0,1,0,3,11,1
1978,gnb,2,1,1,0,2,1,7,2,1,1,0,1,1,6,1,0,1,1,1,0,10,0,1,1,1,0,0,10,1
1978,kan,1,1,1,2,3,0,7,1,1,1,4,0,2,8,1,1,3,0,2,3,11,0,1,1,0,0,2,7,1
1978,mia,0,1,2,2,1,1,7,1,1,1,0,2,0,6,2,1,1,1,0,1,14,1,2,1,1,2,1,14,1
1978,min,1,1,1,1,0,0,5,1,1,1,0,1,0,5,1,1,1,1,2,1,10,1,1,0,2,1,1,11,2
1978,nor,1,1,1,1,1,2,5,1,1,1,0,2,2,6,1,1,1,1,1,1,11,2,1,2,2,0,1,10,1
1978,nwe,1,1,1,1,1,1,7,2,2,1,1,0,0,7,3,1,0,0,0,1,11,1,1,1,2,2,0,9,0
1978,nyg,1,1,0,1,3,1,6,1,1,0,1,1,2,7,1,0,0,2,1,1,9,0,1,1,1,0,0,10,1
1978,nyj,1,1,1,1,1,2,10,1,1,1,1,2,1,10,1,1,1,0,1,1,12,0,1,1,0,1,1,10,1
1978,oti,1,0,1,1,0,1,5,1,1,3,1,0,2,6,0,1,0,1,0,1,11,2,1,0,0,0,1,12,0
1978,phi,0,0,1,1,1,0,4,0,0,0,0,1,3,6,0,0,0,1,1,1,12,0,0,0,0,0,0,10,0
1978,pit,1,1,1,1,0,1,9,1,1,2,3,3,1,7,1,3,2,2,1,2,11,1,1,1,1,1,1,15,1
1978,rai,0,1,2,2,1,2,6,0,2,0,1,2,0,4,0,2,1,1,1,0,13,1,1,1,0,1,0,6,1
1978,ram,3,3,3,3,1,1,9,2,3,4,2,4,1,9,2,2,2,2,4,0,19,4,3,2,1,3,2,21,2
1978,rav,1,1,0,0,1,1,6,1,1,0,0,0,1,6,1,0,2,0,2,0,9,1,0,2,2,1,1,19,2
1978,sdg,1,1,1,0,1,0,6,1,0,1,0,2,3,4,1,1,1,3,1,1,11,2,2,1,1,2,2,14,2
1978,sea,1,1,1,0,1,1,5,1,3,1,2,0,1,5,1,3,3,3,3,1,11,0,0,0,0,0,0,0,0
1978,sfo,2,1,1,1,2,1,7,0,0,1,1,0,2,4,0,2,0,1,1,2,11,1,1,3,2,1,0,10,2
1978,tam,1,2,0,0,0,1,4,1,1,1,0,0,0,7,1,2,2,2,2,1,10,0,0,0,0,0,0,0,0
1978,was,0,0,0,0,0,1,6,0,0,0,1,0,0,5,0,0,0,0,1,1,9,0,0,0,0,1,1,8,0
1979,atl,1,1,2,2,1,1,6,1,1,1,1,1,1,9,2,1,1,1,1,1,6,1,1,1,1,0,1,10,1
1979,buf,2,2,1,2,2,1,5,1,2,2,1,1,1,5,1,0,2,1,2,1,4,1,2,1,1,1,3,14,1
1979,chi,2,1,1,0,0,1,6,0,0,1,0,0,2,6,1,1,1,0,0,1,5,1,0,1,2,0,1,8,1
1979,cin,2,1,1,2,1,1,6,2,2,2,1,2,1,8,3,1,1,3,1,1,8,2,2,2,2,2,1,13,1
1979,cle,1,2,1,1,1,2,7,2,1,2,1,1,1,5,1,1,0,2,0,0,8,1,0,1,2,1,0,10,1
1979,dal,1,1,1,1,3,3,5,1,1,1,1,1,1,6,1,1,2,1,1,1,7,1,2,3,1,1,1,12,2
1979,den,1,0,1,1,1,1,4,1,1,0,0,0,0,3,1,1,0,1,0,0,6,1,1,0,1,1,0,11,1
1979,det,1,1,1,2,1,0,5,1,1,0,3,2,3,5,0,1,1,1,1,1,6,2,2,2,0,1,0,12,1
1979,gnb,1,1,1,0,0,1,8,2,1,1,0,2,1,7,2,1,1,0,1,1,6,1,0,1,1,1,0,10,0
1979,kan,2,0,0,1,1,1,10,1,1,1,2,3,0,7,1,1,1,4,0,2,8,1,1,3,0,2,3,11,0
1979,mia,1,1,3,1,1,1,8,0,1,2,2,1,1,7,1,1,1,0,2,0,6,2,1,1,1,0,1,14,1
1979,min,1,1,0,1,1,1,4,1,1,1,1,0,0,5,1,1,1,0,1,0,5,1,1,1,1,2,1,10,1
1979,nor,1,1,0,1,1,1,4,1,1,1,1,1,2,5,1,1,1,0,2,2,6,1,1,1,1,1,1,11,2
1979,nwe,1,1,0,1,1,0,5,1,1,1,1,1,1,7,2,2,1,1,0,0,7,3,1,0,0,0,1,11,1
1979,nyg,1,1,0,1,1,2,8,1,1,0,1,3,1,6,1,1,0,1,1,2,7,1,0,0,2,1,1,9,0
1979,nyj,1,1,1,2,2,1,9,1,1,1,1,1,2,10,1,1,1,1,2,1,10,1,1,1,0,1,1,12,0
1979,oti,0,2,1,0,0,2,5,1,0,1,1,0,1,5,1,1,3,1,0,2,6,0,1,0,1,0,1,11,2
1979,phi,1,1,1,1,1,0,5,0,0,1,1,1,0,4,0,0,0,0,1,3,6,0,0,0,1,1,1,12,0
1979,pit,1,1,0,2,1,3,7,1,1,1,1,0,1,9,1,1,2,3,3,1,7,1,3,2,2,1,2,11,1
1979,rai,0,1,0,0,0,2,7,0,1,2,2,1,2,6,0,2,0,1,2,0,4,0,2,1,1,1,0,13,1
1979,ram,3,3,3,3,3,1,11,3,3,3,3,1,1,9,2,3,4,2,4,1,9,2,2,2,2,4,0,19,4
1979,rav,1,0,1,0,1,1,6,1,1,0,0,1,1,6,1,1,0,0,0,1,6,1,0,2,0,2,0,9,1
1979,sdg,1,0,1,1,0,0,6,1,1,1,0,1,0,6,1,0,1,0,2,3,4,1,1,1,3,1,1,11,2
1979,sea,1,1,1,1,0,0,5,1,1,1,0,1,1,5,1,3,1,2,0,1,5,1,3,3,3,3,1,11,0
1979,sfo,0,1,1,0,2,1,5,2,1,1,1,2,1,7,0,0,1,1,0,2,4,0,2,0,1,1,2,11,1
1979,tam,0,2,3,0,1,0,4,1,2,0,0,0,1,4,1,1,1,0,0,0,7,1,2,2,2,2,1,10,0
1979,was,0,0,0,1,0,0,4,0,0,0,0,0,1,6,0,0,0,1,0,0,5,0,0,0,0,1,1,9,0
1980,atl,1,1,1,2,2,1,6,1,1,2,2,1,1,6,1,1,1,1,1,1,9,2,1,1,1,1,1,6,1
1980,buf,1,2,2,1,2,0,5,2,2,1,2,2,1,5,1,2,2,1,1,1,5,1,0,2,1,2,1,4,1
1980,chi,1,1,0,1,1,1,6,2,1,1,0,0,1,6,0,0,1,0,0,2,6,1,1,1,0,0,1,5,1
1980,cin,1,1,1,1,1,2,7,2,1,1,2,1,1,6,2,2,2,1,2,1,8,3,1,1,3,1,1,8,2
1980,cle,1,1,1,2,1,0,5,1,2,1,1,1,2,7,2,1,2,1,1,1,5,1,1,0,2,0,0,8,1
1980,dal,0,0,2,1,1,1,6,1,1,1,1,3,3,5,1,1,1,1,1,1,6,1,1,2,1,1,1,7,1
1980,den,0,1,1,1,2,1,5,1,0,1,1,1,1,4,1,1,0,0,0,0,3,1,1,0,1,0,0,6,1
1980,det,1,0,2,1,2,1,6,1,1,1,2,1,0,5,1,1,0,3,2,3,5,0,1,1,1,1,1,6,2
1980,gnb,2,1,1,1,0,1,6,1,1,1,0,0,1,8,2,1,1,0,2,1,7,2,1,1,0,1,1,6,1
1980,kan,1,0,1,1,2,2,5,2,0,0,1,1,1,10,1,1,1,2,3,0,7,1,1,1,4,0,2,8,1
1980,mia,1,1,1,1,0,1,8,1,1,3,1,1,1,8,0,1,2,2,1,1,7,1,1,1,0,2,0,6,2
1980,min,1,1,1,1,2,1,5,1,1,0,1,1,1,4,1,1,1,1,0,0,5,1,1,1,0,1,0,5,1
1980,nor,1,1,0,1,0,1,6,1,1,0,1,1,1,4,1,1,1,1,1,2,5,1,1,1,0,2,2,6,1
1980,nwe,2,1,1,0,1,1,6,1,1,0,1,1,0,5,1,1,1,1,1,1,7,2,2,1,1,0,0,7,3
1980,nyg,1,0,1,1,1,1,7,1,1,0,1,1,2,8,1,1,0,1,3,1,6,1,1,0,1,1,2,7,1
1980,nyj,1,2,1,1,1,2,7,1,1,1,2,2,1,9,1,1,1,1,1,2,10,1,1,1,1,2,1,10,1
1980,oti,0,2,1,1,1,0,5,0,2,1,0,0,2,5,1,0,1,1,0,1,5,1,1,3,1,0,2,6,0
1980,phi,1,1,0,0,1,1,6,1,1,1,1,1,0,5,0,0,1,1,1,0,4,0,0,0,0,1,3,6,0
1980,pit,1,2,1,1,1,1,8,1,1,0,2,1,3,7,1,1,1,1,0,1,9,1,1,2,3,3,1,7,1
1980,rai,1,1,0,0,3,0,5,0,1,0,0,0,2,7,0,1,2,2,1,2,6,0,2,0,1,2,0,4,0
1980,ram,2,2,5,1,0,2,14,3,3,3,3,3,1,11,3,3,3,3,1,1,9,2,3,4,2,4,1,9,2
1980,rav,2,2,0,1,0,1,7,1,0,1,0,1,1,6,1,1,0,0,1,1,6,1,1,0,0,0,1,6,1
1980,sdg,0,0,0,2,0,2,6,1,0,1,1,0,0,6,1,1,1,0,1,0,6,1,0,1,0,2,3,4,1
1980,sea,1,1,0,1,2,1,7,1,1,1,1,0,0,5,1,1,1,0,1,1,5,1,3,1,2,0,1,5,1
1980,sfo,2,1,2,2,1,1,2,0,1,1,0,2,1,5,2,1,1,1,2,1,7,0,0,1,1,0,2,4,0
1980,tam,1,1,1,1,0,0,7,0,2,3,0,1,0,4,1,2,0,0,0,1,4,1,1,1,0,0,0,7,1
1980,was,1,1,0,0,0,1,5,0,0,0,1,0,0,4,0,0,0,0,0,1,6,0,0,0,1,0,0,5,0
1981,atl,1,1,1,1,1,1,5,1,1,1,2,2,1,6,1,1,2,2,1,1,6,1,1,1,1,1,1,9,2
1981,buf,1,2,2,0,1,1,5,1,2,2,1,2,0,5,2,2,1,2,2,1,5,1,2,2,1,1,1,5,1
1981,chi,1,1,1,1,0,1,6,1,1,0,1,1,1,6,2,1,1,0,0,1,6,0,0,1,0,0,2,6,1
1981,cin,1,1,1,1,1,1,7,1,1,1,1,1,2,7,2,1,1,2,1,1,6,2,2,2,1,2,1,8,3
1981,cle,1,0,0,1,1,1,5,1,1,1,2,1,0,5,1,2,1,1,1,2,7,2,1,2,1,1,1,5,1
1981,dal,1,1,1,2,1,1,7,0,0,2,1,1,1,6,1,1,1,1,3,3,5,1,1,1,1,1,1,6,1
1981,den,1,1,0,1,1,1,5,0,1,1,1,2,1,5,1,0,1,1,1,1,4,1,1,0,0,0,0,3,1
1981,det,1,1,1,1,1,1,6,1,0,2,1,2,1,6,1,1,1,2,1,0,5,1,1,0,3,2,3,5,0
1981,gnb,1,1,1,1,1,0,6,2,1,1,1,0,1,6,1,1,1,0,0,1,8,2,1,1,0,2,1,7,2
1981,kan,1,1,3,1,1,1,6,1,0,1,1,2,2,5,2,0,0,1,1,1,10,1,1,1,2,3,0,7,1
1981,mia,1,1,0,2,2,2,6,1,1,1,1,0,1,8,1,1,3,1,1,1,8,0,1,2,2,1,1,7,1
1981,min,0,3,1,1,1,0,5,1,1,1,1,2,1,5,1,1,0,1,1,1,4,1,1,1,1,0,0,5,1
1981,nor,1,2,2,0,2,3,7,1,1,0,1,0,1,6,1,1,0,1,1,1,4,1,1,1,1,1,2,5,1
1981,nwe,1,1,0,1,1,1,5,2,1,1,0,1,1,6,1,1,0,1,1,0,5,1,1,1,1,1,1,7,2
1981,nyg,1,1,1,1,1,2,7,1,0,1,1,1,1,7,1,1,0,1,1,2,8,1,1,0,1,3,1,6,1
1981,nyj,1,1,1,1,1,1,7,1,2,1,1,1,2,7,1,1,1,2,2,1,9,1,1,1,1,1,2,10,1
1981,oti,0,0,1,1,1,1,6,0,2,1,1,1,0,5,0,2,1,0,0,2,5,1,0,1,1,0,1,5,1
1981,phi,1,1,1,1,0,0,6,1,1,0,0,1,1,6,1,1,1,1,1,0,5,0,0,1,1,1,0,4,0
1981,pit,1,1,1,1,1,1,5,1,2,1,1,1,1,8,1,1,0,2,1,3,7,1,1,1,1,0,1,9,1
1981,rai,2,1,0,1,1,0,4,1,1,0,0,3,0,5,0,1,0,0,0,2,7,0,1,2,2,1,2,6,0
1981,ram,2,2,3,2,1,2,14,2,2,5,1,0,2,14,3,3,3,3,3,1,11,3,3,3,3,1,1,9,2
1981,rav,2,0,1,1,0,1,8,2,2,0,1,0,1,7,1,0,1,0,1,1,6,1,1,0,0,1,1,6,1
1981,sdg,1,0,1,2,1,2,5,0,0,0,2,0,2,6,1,0,1,1,0,0,6,1,1,1,0,1,0,6,1
1981,sea,1,1,1,1,1,1,8,1,1,0,1,2,1,7,1,1,1,1,0,0,5,1,1,1,0,1,1,5,1
1981,sfo,1,2,1,0,2,1,4,2,1,2,2,1,1,2,0,1,1,0,2,1,5,2,1,1,1,2,1,7,0
1981,tam,1,1,0,1,0,0,5,1,1,1,1,0,0,7,0,2,3,0,1,0,4,1,2,0,0,0,1,4,1
1981,was,1,0,1,1,2,1,6,1,1,0,0,0,1,5,0,0,0,1,0,0,4,0,0,0,0,0,1,6,0
1982,atl,1,1,1,1,1,1,6,1,1,1,1,1,1,5,1,1,1,2,2,1,6,1,1,2,2,1,1,6,1
1982,buf,1,1,1,1,0,1,6,1,2,2,0,1,1,5,1,2,2,1,2,0,5,2,2,1,2,2,1,5,1
1982,chi,1,0,1,1,2,1,6,1,1,1,1,0,1,6,1,1,0,1,1,1,6,2,1,1,0,0,1,6,0
1982,cin,1,1,1,1,1,1,6,1,1,1,1,1,1,7,1,1,1,1,1,2,7,2,1,1,2,1,1,6,2
1982,cle,1,1,0,1,1,1,7,1,0,0,1,1,1,5,1,1,1,2,1,0,5,1,2,1,1,1,2,7,2
1982,dal,1,1,1,2,1,2,8,1,1,1,2,1,1,7,0,0,2,1,1,1,6,1,1,1,1,3,3,5,1
1982,den,1,1,0,1,1,0,5,1,1,0,1,1,1,5,0,1,1,1,2,1,5,1,0,1,1,1,1,4,1
1982,det,1,1,1,1,1,1,8,1,1,1,1,1,1,6,1,0,2,1,2,1,6,1,1,1,2,1,0,5,1
1982,gnb,1,0,1,1,1,1,6,1,1,1,1,1,0,6,2,1,1,1,0,1,6,1,1,1,0,0,1,8,2
1982,kan,1,1,0,2,1,1,6,1,1,3,1,1,1,6,1,0,1,1,2,2,5,2,0,0,1,1,1,10,1
1982,mia,1,1,1,1,2,2,9,1,1,0,2,2,2,6,1,1,1,1,0,1,8,1,1,3,1,1,1,8,0
1982,min,1,1,0,1,0,1,6,0,3,1,1,1,0,5,1,1,1,1,2,1,5,1,1,0,1,1,1,4,1
1982,nor,1,1,4,1,1,1,1,1,2,2,0,2,3,7,1,1,0,1,0,1,6,1,1,0,1,1,1,4,1
1982,nwe,2,3,2,2,1,1,6,1,1,0,1,1,1,5,2,1,1,0,1,1,6,1,1,0,1,1,0,5,1
1982,nyg,1,1,0,1,1,1,5,1,1,1,1,1,2,7,1,0,1,1,1,1,7,1,1,0,1,1,2,8,1
1982,nyj,1,1,1,1,1,1,6,1,1,1,1,1,1,7,1,2,1,1,1,2,7,1,1,1,2,2,1,9,1
1982,oti,1,1,2,1,1,1,4,0,0,1,1,1,1,6,0,2,1,1,1,0,5,0,2,1,0,0,2,5,1
1982,phi,1,1,1,1,1,1,5,1,1,1,1,0,0,6,1,1,0,0,1,1,6,1,1,1,1,1,0,5,0
1982,pit,1,1,1,1,1,2,7,1,1,1,1,1,1,5,1,2,1,1,1,1,8,1,1,0,2,1,3,7,1
1982,rai,1,2,1,1,1,0,4,2,1,0,1,1,0,4,1,1,0,0,3,0,5,0,1,0,0,0,2,7,0
1982,ram,2,1,3,2,4,2,13,2,2,3,2,1,2,14,2,2,5,1,0,2,14,3,3,3,3,3,1,11,3
1982,rav,2,2,1,1,1,1,6,2,0,1,1,0,1,8,2,2,0,1,0,1,7,1,0,1,0,1,1,6,1
1982,sdg,0,0,0,0,0,0,5,1,0,1,2,1,2,5,0,0,0,2,0,2,6,1,0,1,1,0,0,6,1
1982,sea,1,1,1,0,0,1,6,1,1,1,1,1,1,8,1,1,0,1,2,1,7,1,1,1,1,0,0,5,1
1982,sfo,0,1,0,0,1,1,6,1,2,1,0,2,1,4,2,1,2,2,1,1,2,0,1,1,0,2,1,5,2
1982,tam,1,1,2,1,1,1,4,1,1,0,1,0,0,5,1,1,1,1,0,0,7,0,2,3,0,1,0,4,1
1982,was,0,1,1,1,1,1,10,1,0,1,1,2,1,6,1,1,0,0,0,1,5,0,0,0,1,0,0,4,0
1983,atl,1,1,1,1,1,1,5,1,1,1,1,1,1,6,1,1,1,1,1,1,5,1,1,1,2,2,1,6,1
1983,buf,2,1,0,2,1,0,6,1,1,1,1,0,1,6,1,2,2,0,1,1,5,1,2,2,1,2,0,5,2
1983,chi,2,1,1,2,0,0,7,1,0,1,1,2,1,6,1,1,1,1,0,1,6,1,1,0,1,1,1,6,2
1983,cin,1,1,1,1,1,2,6,1,1,1,1,1,1,6,1,1,1,1,1,1,7,1,1,1,1,1,2,7,2
1983,cle,0,1,1,0,1,2,6,1,1,0,1,1,1,7,1,0,0,1,1,1,5,1,1,1,2,1,0,5,1
1983,dal,1,1,1,1,1,1,6,1,1,1,2,1,2,8,1,1,1,2,1,1,7,0,0,2,1,1,1,6,1
1983,den,1,1,1,0,2,1,6,1,1,0,1,1,0,5,1,1,0,1,1,1,5,0,1,1,1,2,1,5,1
1983,det,1,1,1,1,2,1,5,1,1,1,1,1,1,8,1,1,1,1,1,1,6,1,0,2,1,2,1,6,1
1983,gnb,1,1,0,1,1,1,7,1,0,1,1,1,1,6,1,1,1,1,1,0,6,2,1,1,1,0,1,6,1
1983,kan,1,1,1,1,1,1,7,1,1,0,2,1,1,6,1,1,3,1,1,1,6,1,0,1,1,2,2,5,2
1983,mia,1,1,1,0,0,1,6,1,1,1,1,2,2,9,1,1,0,2,2,2,6,1,1,1,1,0,1,8,1
1983,min,1,0,1,1,1,1,7,1,1,0,1,0,1,6,0,3,1,1,1,0,5,1,1,1,1,2,1,5,1
1983,nor,0,1,2,1,0,0,1,1,1,4,1,1,1,1,1,2,2,0,2,3,7,1,1,0,1,0,1,6,1
1983,nwe,1,1,2,1,2,1,11,2,3,2,2,1,1,6,1,1,0,1,1,1,5,2,1,1,0,1,1,6,1
1983,nyg,1,1,2,0,1,2,8,1,1,0,1,1,1,5,1,1,1,1,1,2,7,1,0,1,1,1,1,7,1
1983,nyj,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,7,1,2,1,1,1,2,7,1
1983,oti,1,2,3,2,2,1,3,1,1,2,1,1,1,4,0,0,1,1,1,1,6,0,2,1,1,1,0,5,0
1983,phi,1,2,1,1,1,1,7,1,1,1,1,1,1,5,1,1,1,1,0,0,6,1,1,0,0,1,1,6,1
1983,pit,1,1,1,1,2,1,7,1,1,1,1,1,2,7,1,1,1,1,1,1,5,1,2,1,1,1,1,8,1
1983,rai,1,1,1,1,1,0,5,1,2,1,1,1,0,4,2,1,0,1,1,0,4,1,1,0,0,3,0,5,0
1983,ram,2,3,1,5,2,2,11,2,1,3,2,4,2,13,2,2,3,2,1,2,14,2,2,5,1,0,2,14,3
1983,rav,1,1,1,1,1,1,6,2,2,1,1,1,1,6,2,0,1,1,0,1,8,2,2,0,1,0,1,7,1
1983,sdg,3,0,0,1,0,1,8,0,0,0,0,0,0,5,1,0,1,2,1,2,5,0,0,0,2,0,2,6,1
1983,sea,1,0,0,0,1,1,6,1,1,1,0,0,1,6,1,1,1,1,1,1,8,1,1,0,1,2,1,7,1
1983,sfo,0,1,1,1,1,0,4,0,1,0,0,1,1,6,1,2,1,0,2,1,4,2,1,2,2,1,1,2,0
1983,tam,0,1,1,1,1,2,6,1,1,2,1,1,1,4,1,1,0,1,0,0,5,1,1,1,1,0,0,7,0
1983,was,1,1,1,0,0,2,4,0,1,1,1,1,1,10,1,0,1,1,2,1,6,1,1,0,0,0,1,5,0
1984,atl,1,2,1,1,1,2,6,1,1,1,1,1,1,5,1,1,1,1,1,1,6,1,1,1,1,1,1,5,1
1984,buf,1,1,3,1,1,1,6,2,1,0,2,1,0,6,1,1,1,1,0,1,6,1,2,2,0,1,1,5,1
1984,chi,1,1,1,1,0,0,7,2,1,1,2,0,0,7,1,0,1,1,2,1,6,1,1,1,1,0,1,6,1
1984,cin,3,1,1,1,1,1,7,1,1,1,1,1,2,6,1,1,1,1,1,1,6,1,1,1,1,1,1,7,1
1984,cle,1,2,0,2,1,1,3,0,1,1,0,1,2,6,1,1,0,1,1,1,7,1,0,0,1,1,1,5,1
1984,clt,2,1,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,dal,1,1,1,1,2,2,7,1,1,1,1,1,1,6,1,1,1,2,1,2,8,1,1,1,2,1,1,7,0
1984,den,0,1,1,1,0,1,7,1,1,1,0,2,1,6,1,1,0,1,1,0,5,1,1,0,1,1,1,5,0
1984,det,1,1,3,1,0,1,8,1,1,1,1,2,1,5,1,1,1,1,1,1,8,1,1,1,1,1,1,6,1
1984,gnb,1,0,1,1,1,1,5,1,1,0,1,1,1,7,1,0,1,1,1,1,6,1,1,1,1,1,0,6,2
1984,kan,2,1,1,1,2,1,7,1,1,1,1,1,1,7,1,1,0,2,1,1,6,1,1,3,1,1,1,6,1
1984,mia,1,1,0,1,1,1,7,1,1,1,0,0,1,6,1,1,1,1,2,2,9,1,1,0,2,2,2,6,1
1984,min,1,0,1,0,1,1,8,1,0,1,1,1,1,7,1,1,0,1,0,1,6,0,3,1,1,1,0,5,1
1984,nor,0,1,2,1,1,1,5,0,1,2,1,0,0,1,1,1,4,1,1,1,1,1,2,2,0,2,3,7,1
1984,nwe,1,1,1,0,1,1,7,1,1,2,1,2,1,11,2,3,2,2,1,1,6,1,1,0,1,1,1,5,2
1984,nyg,2,0,1,2,1,1,5,1,1,2,0,1,2,8,1,1,0,1,1,1,5,1,1,1,1,1,2,7,1
1984,nyj,2,2,1,1,1,1,7,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,7,1
1984,oti,1,2,1,2,1,2,5,1,2,3,2,2,1,3,1,1,2,1,1,1,4,0,0,1,1,1,1,6,0
1984,phi,1,0,1,1,1,1,5,1,2,1,1,1,1,7,1,1,1,1,1,1,5,1,1,1,1,0,0,6,1
1984,pit,1,1,0,2,1,1,6,1,1,1,1,2,1,7,1,1,1,1,1,2,7,1,1,1,1,1,1,5,1
1984,rai,0,1,1,0,1,1,4,1,1,1,1,1,0,5,1,2,1,1,1,0,4,2,1,0,1,1,0,4,1
1984,ram,1,1,1,1,3,1,16,2,3,1,5,2,2,11,2,1,3,2,4,2,13,2,2,3,2,1,2,14,2
1984,sdg,1,1,0,0,1,1,6,3,0,0,1,0,1,8,0,0,0,0,0,0,5,1,0,1,2,1,2,5,0
1984,sea,1,1,1,1,0,1,6,1,0,0,0,1,1,6,1,1,1,0,0,1,6,1,1,1,1,1,1,8,1
1984,sfo,1,1,1,0,2,0,4,0,1,1,1,1,0,4,0,1,0,0,1,1,6,1,2,1,0,2,1,4,2
1984,tam,0,1,1,2,0,1,6,0,1,1,1,1,2,6,1,1,2,1,1,1,4,1,1,0,1,0,0,5,1
1984,was,0,2,1,1,1,1,5,1,1,1,0,0,2,4,0,1,1,1,1,1,10,1,0,1,1,2,1,6,1
1985,atl,1,1,0,1,0,1,6,1,2,1,1,1,2,6,1,1,1,1,1,1,5,1,1,1,1,1,1,6,1
1985,buf,2,2,2,2,1,1,6,1,1,3,1,1,1,6,2,1,0,2,1,0,6,1,1,1,1,0,1,6,1
1985,chi,1,1,1,1,0,0,5,1,1,1,1,0,0,7,2,1,1,2,0,0,7,1,0,1,1,2,1,6,1
1985,cin,2,1,1,1,2,2,7,3,1,1,1,1,1,7,1,1,1,1,1,2,6,1,1,1,1,1,1,6,1
1985,cle,0,1,0,0,0,1,5,1,2,0,2,1,1,3,0,1,1,0,1,2,6,1,1,0,1,1,1,7,1
1985,clt,1,1,1,1,1,0,5,2,1,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,dal,1,1,1,1,2,2,7,1,1,1,1,2,2,7,1,1,1,1,1,1,6,1,1,1,2,1,2,8,1
1985,den,1,2,0,1,1,0,7,0,1,1,1,0,1,7,1,1,1,0,2,1,6,1,1,0,1,1,0,5,1
1985,det,1,1,1,1,1,1,6,1,1,3,1,0,1,8,1,1,1,1,2,1,5,1,1,1,1,1,1,8,1
1985,gnb,1,0,1,1,1,1,7,1,0,1,1,1,1,5,1,1,0,1,1,1,7,1,0,1,1,1,1,6,1
1985,kan,1,1,0,1,1,1,7,2,1,1,1,2,1,7,1,1,1,1,1,1,7,1,1,0,2,1,1,6,1
1985,mia,1,0,2,2,0,2,6,1,1,0,1,1,1,7,1,1,1,0,0,1,6,1,1,1,1,2,2,9,1
1985,min,1,1,3,2,1,2,5,1,0,1,0,1,1,8,1,0,1,1,1,1,7,1,1,0,1,0,1,6,0
1985,nor,1,1,1,1,0,0,4,0,1,2,1,1,1,5,0,1,2,1,0,0,1,1,1,4,1,1,1,1,1
1985,nwe,1,3,1,2,0,0,3,1,1,1,0,1,1,7,1,1,2,1,2,1,11,2,3,2,2,1,1,6,1
1985,nyg,1,1,2,1,1,2,5,2,0,1,2,1,1,5,1,1,2,0,1,2,8,1,1,0,1,1,1,5,1
1985,nyj,1,1,1,1,3,2,5,2,2,1,1,1,1,7,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1
1985,oti,2,1,1,1,2,1,6,1,2,1,2,1,2,5,1,2,3,2,2,1,3,1,1,2,1,1,1,4,0
1985,phi,1,1,0,1,1,1,6,1,0,1,1,1,1,5,1,2,1,1,1,1,7,1,1,1,1,1,1,5,1
